customer_id,age,income,spending_score,savings,height_cm,weight_kg,gender,city,education,date,purchase_amount
180,18,93509,54,27170,192,97,Male,New York,Bachelor,2023-06-29,35195
181,44,28577,71,9438,193,102,Male,New York,Bachelor,2023-06-30,15047
182,30,28070,89,21095,182,84,Male,New York,High School,2023-07-01,21555
183,58,28666,85,17154,166,71,Male,London,High School,2023-07-02,16523
184,20,77761,15,9004,197,87,Female,Stockholm,High School,2023-07-03,22903
185,56,56368,65,10752,160,80,Male,London,Bachelor,2023-07-04,26114
186,23,26783,76,44360,162,63,Male,New York,Bachelor,2023-07-05,20015
187,25,61914,71,27819,199,73,Male,London,PhD,2023-07-06,22332
188,44,90507,15,37632,160,99,Male,New York,PhD,2023-07-07,28346
189,26,99026,21,27515,180,98,Female,Stockholm,Bachelor,2023-07-08,26515
190,54,87526,19,25217,177,81,Female,Nairobi,PhD,2023-07-09,15667
191,50,90835,60,24172,193,85,Female,Stockholm,High School,2023-07-10,34252
192,59,65765,93,33994,155,81,Female,Stockholm,Master,2023-07-11,32074
193,61,39956,89,16036,190,104,Female,Nairobi,PhD,2023-07-12,22197
194,41,107895,33,12739,165,64,Male,London,Bachelor,2023-07-13,25920
195,32,66240,49,33220,153,92,Female,Nairobi,PhD,2023-07-14,23017
196,49,57148,96,10587,184,107,Female,London,PhD,2023-07-15,15652
197,49,114270,35,45517,197,84,Female,London,PhD,2023-07-16,44629
198,41,24757,44,31129,175,52,Male,New York,Master,2023-07-17,6396
199,58,39097,90,1645,161,65,Male,New York,High School,2023-07-18,27006
200,29,30395,11,31930,160,54,Female,Nairobi,Bachelor,2023-07-19,14947
201,56,36241,99,17299,186,70,Male,Stockholm,Master,2023-07-20,16269
202,19,47696,72,31090,174,59,Male,Nairobi,Bachelor,2023-07-21,15844
203,20,90480,78,22953,167,68,Female,London,Bachelor,2023-07-22,36695
204,54,66163,74,47443,168,74,Male,New York,Bachelor,2023-07-23,23027
205,34,39816,66,27475,172,53,Male,Nairobi,Master,2023-07-24,19057
206,19,69840,46,19888,187,78,Male,Nairobi,High School,2023-07-25,23137
207,19,72853,9,44732,167,68,Female,New York,Bachelor,2023-07-26,13850
208,45,44917,3,17087,175,92,Female,New York,High School,2023-07-27,2622
209,40,116731,85,47305,155,51,Female,New York,High School,2023-07-28,44652
210,54,41566,26,47037,153,59,Male,London,PhD,2023-07-29,12262
211,49,95452,72,10346,193,92,Female,New York,Master,2023-07-30,33070
212,50,82823,48,1587,178,74,Male,Stockholm,Master,2023-07-31,33126
213,18,40806,66,13763,183,69,Male,Nairobi,PhD,2023-08-01,24709
214,36,95520,70,42945,166,97,Male,New York,PhD,2023-08-02,34293
215,19,21759,28,5079,192,68,Female,New York,High School,2023-08-03,7624
216,61,61949,93,37116,192,72,Female,London,Bachelor,2023-08-04,30385
217,43,112374,26,21215,165,73,Female,London,Master,2023-08-05,29527
218,49,22482,25,26817,151,60,Female,Nairobi,Bachelor,2023-08-06,10360
219,23,44442,12,25765,183,95,Male,Stockholm,Bachelor,2023-08-07,17292
220,49,53719,5,31112,157,83,Female,Nairobi,PhD,2023-08-08,20016
221,21,78066,98,26556,162,104,Male,New York,Bachelor,2023-08-09,23536
222,28,113501,48,19099,191,77,Female,Stockholm,High School,2023-08-10,35043
223,34,22079,37,44553,157,54,Female,Stockholm,PhD,2023-08-11,5932
224,55,22717,79,46096,179,108,Female,Stockholm,Bachelor,2023-08-12,15214
225,41,79676,44,7450,181,54,Male,Stockholm,PhD,2023-08-13,30706
226,22,47952,15,14230,185,100,Male,Nairobi,High School,2023-08-14,23369
227,51,106444,43,30009,196,70,Male,London,High School,2023-08-15,33758
228,23,62460,48,6433,179,61,Male,London,Bachelor,2023-08-16,21050
229,39,110397,87,34866,150,99,Male,New York,PhD,2023-08-17,47567
230,28,92847,70,40864,192,53,Female,London,Bachelor,2023-08-18,36336
231,33,113607,46,19710,188,103,Male,London,Bachelor,2023-08-19,45020
232,50,109106,43,12439,166,98,Male,London,PhD,2023-08-20,38475
233,26,38449,21,42855,169,91,Male,London,Bachelor,2023-08-21,7849
234,23,53536,23,17021,173,69,Male,New York,High School,2023-08-22,11695
235,33,84077,80,7416,199,87,Female,Nairobi,PhD,2023-08-23,25465
236,46,58258,47,7980,171,74,Male,Stockholm,PhD,2023-08-24,25487
237,20,68302,15,19058,178,63,Female,London,PhD,2023-08-25,27933
238,37,48865,25,12101,171,60,Female,Nairobi,PhD,2023-08-26,26406
239,53,26645,36,41718,193,81,Female,London,Bachelor,2023-08-27,15809
240,36,58000,75,33602,158,60,Male,London,Bachelor,2023-08-28,30714
241,43,46737,51,10122,186,67,Female,Stockholm,High School,2023-08-29,16221
242,20,31485,15,13576,159,76,Male,Stockholm,Master,2023-08-30,5163
243,36,58565,68,28516,185,104,Male,Stockholm,Master,2023-08-31,28619
244,37,45522,21,23433,186,103,Male,London,High School,2023-09-01,17845
245,49,85155,13,2089,177,67,Male,London,Master,2023-09-02,27383
246,24,75168,86,38346,177,105,Male,London,High School,2023-09-03,33087
247,58,72487,19,10127,191,72,Female,Stockholm,Bachelor,2023-09-04,25262
248,50,32342,34,11487,192,60,Female,New York,PhD,2023-09-05,19521
249,57,60806,78,1155,170,70,Male,Nairobi,PhD,2023-09-06,32516
250,56,68770,68,2958,173,93,Female,New York,Bachelor,2023-09-07,30152
251,35,98623,52,11693,191,54,Male,London,PhD,2023-09-08,39015
252,57,119785,27,40112,189,72,Female,London,PhD,2023-09-09,41205
253,18,95629,29,39547,151,90,Female,New York,Master,2023-09-10,29282
254,28,72603,28,29795,157,108,Female,London,Bachelor,2023-09-11,28363
255,45,101974,35,22447,197,74,Female,Nairobi,Master,2023-09-12,27119
256,42,46399,8,37598,176,90,Female,London,Master,2023-09-13,19989
257,40,105382,16,42814,171,103,Male,Nairobi,PhD,2023-09-14,27241
258,48,101244,36,26215,186,59,Male,New York,PhD,2023-09-15,35402
259,47,96534,30,10794,176,71,Female,New York,Bachelor,2023-09-16,27734
260,59,75106,18,34209,178,68,Male,London,PhD,2023-09-17,27098
261,52,50678,2,23424,152,50,Female,Nairobi,PhD,2023-09-18,15233
262,24,96218,49,48246,193,56,Male,London,Bachelor,2023-09-19,25791
263,33,83230,77,38396,162,53,Female,Stockholm,PhD,2023-09-20,34772
264,43,94055,4,7370,194,50,Female,Stockholm,Master,2023-09-21,25726
265,19,76373,90,10528,159,64,Female,Stockholm,Bachelor,2023-09-22,36317
266,18,51480,89,29276,185,89,Male,Stockholm,PhD,2023-09-23,24350
267,29,105230,94,45333,158,61,Male,London,High School,2023-09-24,42946
268,22,88836,75,9179,176,71,Female,Stockholm,Bachelor,2023-09-25,29362
269,54,92258,7,49781,183,71,Female,Nairobi,Bachelor,2023-09-26,25430
270,49,59986,95,17843,150,99,Male,New York,High School,2023-09-27,25202
271,26,44160,74,24952,181,96,Male,New York,PhD,2023-09-28,24931
272,58,105595,39,34160,174,66,Male,Stockholm,PhD,2023-09-29,43965
273,52,99111,13,45898,178,78,Male,Stockholm,Bachelor,2023-09-30,27007
274,36,84929,31,30516,156,95,Male,Stockholm,Bachelor,2023-10-01,33962
275,33,93506,71,11449,198,63,Female,London,PhD,2023-10-02,24303
276,20,54911,63,22125,152,99,Male,New York,PhD,2023-10-03,16802
277,37,107127,56,8418,169,69,Female,Stockholm,Master,2023-10-04,32944
278,41,51821,42,23746,169,99,Female,Nairobi,Bachelor,2023-10-05,12983
279,50,95039,61,3454,179,97,Male,Stockholm,Bachelor,2023-10-06,26693
280,41,80535,42,18761,184,82,Male,New York,High School,2023-10-07,30425
281,28,104458,56,16223,184,104,Female,Stockholm,Master,2023-10-08,35867
282,25,32175,36,7701,198,108,Male,New York,PhD,2023-10-09,15149
283,53,74771,84,3597,188,92,Female,Stockholm,Master,2023-10-10,34283
284,55,106925,68,1141,176,64,Male,Nairobi,PhD,2023-10-11,40205
285,57,86358,7,3659,175,61,Male,Stockholm,PhD,2023-10-12,29896
286,37,37327,54,21980,163,89,Male,Nairobi,Master,2023-10-13,16250
287,52,67057,1,10031,166,103,Female,Nairobi,Bachelor,2023-10-14,14282
288,42,26150,44,16037,167,69,Male,Stockholm,PhD,2023-10-15,17534
289,52,24425,45,47738,194,79,Female,Nairobi,Master,2023-10-16,8881
290,42,36032,47,39429,178,87,Male,London,High School,2023-10-17,10831
291,46,22198,13,7142,169,52,Female,Stockholm,Master,2023-10-18,7069
292,35,80500,22,13109,176,77,Male,Stockholm,High School,2023-10-19,21785
293,63,73394,21,23010,167,105,Female,Nairobi,PhD,2023-10-20,22031
294,35,40079,86,9787,153,75,Female,Nairobi,Master,2023-10-21,22343
295,19,56220,92,43864,150,79,Female,Stockholm,Master,2023-10-22,27807
296,52,61874,9,9472,199,62,Female,London,High School,2023-10-23,14973
297,33,33859,26,24383,150,62,Female,Nairobi,Master,2023-10-24,10319
298,58,70460,9,5249,175,51,Female,Nairobi,Master,2023-10-25,27409
299,53,51419,15,48717,194,86,Male,New York,PhD,2023-10-26,19407
300,50,28705,10,35518,169,98,Female,London,Master,2023-10-27,19986
301,21,62880,88,19351,172,87,Female,London,Bachelor,2023-10-28,33564
302,50,43236,42,5088,159,51,Female,Stockholm,High School,2023-10-29,22892
303,31,107955,72,16282,160,85,Male,London,Master,2023-10-30,32647
304,38,105514,24,20330,190,103,Male,Stockholm,High School,2023-10-31,37873
305,37,35358,80,43409,190,75,Male,New York,High School,2023-11-01,18341
306,25,119713,49,22778,154,60,Female,London,High School,2023-11-02,38058
307,24,114914,26,25264,150,57,Male,Nairobi,Master,2023-11-03,37914
308,20,96918,91,6075,166,93,Male,New York,Master,2023-11-04,42901
309,34,34596,37,11412,171,89,Female,Stockholm,High School,2023-11-05,16582
310,50,53572,68,49454,183,92,Female,New York,Bachelor,2023-11-06,18479
311,29,98757,50,29365,194,71,Male,Stockholm,High School,2023-11-07,38339
312,39,21279,24,8230,190,69,Female,New York,Bachelor,2023-11-08,5595
313,39,83197,19,49200,178,57,Female,Stockholm,High School,2023-11-09,27942
314,63,82516,60,12002,153,78,Female,London,PhD,2023-11-10,29238
315,47,27083,39,14947,154,89,Female,Nairobi,High School,2023-11-11,10930
316,55,37771,74,14686,160,75,Male,Stockholm,High School,2023-11-12,22562
317,55,49975,89,30304,170,79,Female,New York,Master,2023-11-13,18691
318,62,65648,18,14074,184,66,Male,Stockholm,Bachelor,2023-11-14,31220
319,25,68285,19,5493,161,69,Male,Stockholm,PhD,2023-11-15,13280
320,44,39063,36,35228,175,101,Male,Stockholm,Bachelor,2023-11-16,12330
321,44,87642,74,15140,168,104,Male,New York,PhD,2023-11-17,35543
322,51,110093,97,32655,194,65,Female,Nairobi,High School,2023-11-18,45649
323,38,106143,55,44472,156,95,Female,London,Master,2023-11-19,36840
324,47,57599,69,7816,196,92,Female,Nairobi,Master,2023-11-20,23892
325,50,71920,47,12639,156,56,Male,Stockholm,Bachelor,2023-11-21,28328
326,45,48529,49,48192,175,65,Male,New York,Master,2023-11-22,18303
327,64,55954,99,47733,189,94,Male,Nairobi,Bachelor,2023-11-23,33652
328,50,47856,98,30492,154,108,Female,Stockholm,Bachelor,2023-11-24,28353
329,22,22573,33,12240,170,96,Male,London,PhD,2023-11-25,14436
330,36,98344,21,33698,163,105,Female,London,Bachelor,2023-11-26,26772
331,21,55367,81,27957,153,97,Female,London,PhD,2023-11-27,24313
332,52,119608,22,33808,172,76,Female,Stockholm,Master,2023-11-28,36580
333,34,80774,48,6827,191,102,Female,New York,Bachelor,2023-11-29,24004
334,61,43752,37,33762,169,72,Male,Nairobi,Bachelor,2023-11-30,18626
335,45,75029,15,9259,164,73,Female,London,High School,2023-12-01,21320
336,47,37685,35,15849,199,58,Male,Stockholm,Bachelor,2023-12-02,18082
337,46,71693,92,17232,194,84,Female,Stockholm,Bachelor,2023-12-03,25356
338,63,75961,71,41572,178,100,Male,Nairobi,High School,2023-12-04,38483
339,23,96908,32,25173,157,69,Male,London,High School,2023-12-05,27790
340,52,94532,11,6374,190,86,Female,Stockholm,Master,2023-12-06,30556
341,58,101994,10,22174,197,91,Female,Nairobi,Bachelor,2023-12-07,35557
342,54,76133,73,24567,168,66,Female,New York,Master,2023-12-08,27286
343,41,117425,78,36292,197,96,Male,New York,Master,2023-12-09,47289
344,46,81268,77,10277,188,80,Female,New York,High School,2023-12-10,25934
345,63,112201,57,32600,195,104,Female,London,PhD,2023-12-11,46620
346,48,58243,25,10885,177,106,Male,Nairobi,Master,2023-12-12,20043
347,52,77384,2,1778,195,57,Female,Nairobi,PhD,2023-12-13,20433
348,50,51653,64,30165,176,64,Male,Stockholm,Bachelor,2023-12-14,20399
349,38,46657,35,2492,153,80,Female,Stockholm,High School,2023-12-15,21541
350,49,59952,7,31462,164,102,Male,Stockholm,Bachelor,2023-12-16,15763
351,40,42180,85,14615,184,79,Male,Nairobi,Bachelor,2023-12-17,17407
352,50,117432,18,45900,186,95,Female,Stockholm,High School,2023-12-18,35921
353,20,98411,67,43946,150,69,Male,Nairobi,Bachelor,2023-12-19,30338
354,35,21622,42,8851,152,109,Female,Nairobi,High School,2023-12-20,19789
355,42,68756,39,17288,196,88,Female,New York,PhD,2023-12-21,21694
356,59,60809,41,8156,173,102,Male,Stockholm,Bachelor,2023-12-22,26500
357,48,36725,75,3044,176,104,Female,New York,High School,2023-12-23,19564
358,20,81396,24,8368,189,61,Male,London,Master,2023-12-24,21896
359,57,71226,60,20900,185,98,Male,London,Bachelor,2023-12-25,27338
360,63,101182,46,31600,183,66,Male,London,PhD,2023-12-26,38874
361,41,102565,19,47403,178,91,Male,Nairobi,High School,2023-12-27,31728
362,49,49402,68,26634,173,79,Male,Nairobi,Bachelor,2023-12-28,27586
363,64,24263,90,10168,173,78,Male,Nairobi,Bachelor,2023-12-29,21386
364,39,116523,42,21961,191,68,Male,Stockholm,Bachelor,2023-12-30,43751
365,40,66828,32,45096,153,95,Male,New York,PhD,2023-12-31,20950
366,19,67924,39,47087,152,60,Female,Nairobi,High School,2024-01-01,18877
367,44,94182,36,24852,183,83,Female,New York,Master,2024-01-02,28786
368,59,113065,97,34110,198,99,Male,New York,Master,2024-01-03,44600
369,19,79052,36,33174,172,56,Female,New York,Master,2024-01-04,30044
370,43,31664,3,35215,172,93,Female,Stockholm,High School,2024-01-05,-1058
371,34,55737,73,27955,194,107,Female,Stockholm,Master,2024-01-06,23980
372,57,109563,8,7581,154,83,Female,London,PhD,2024-01-07,34459
373,50,49373,97,45619,180,108,Female,London,High School,2024-01-08,23124
